file_path,transcript,duration,segment_index,speaker_role
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2171_seg_0.wav,BRITAIR FIVE NINER ZERO BRAVO CONTACT RADAR ONE ONE NINER DECIMAL ZERO GOOD BYE,5.63,1304,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2172_seg_0.wav,SPEEDBIRD EIGHT SIX ONE VECTORS TERMINATED NOW TURN TO THE RIGHT DIRECT TO RAPET,3.95,1305,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2173_seg_0.wav,KILO,2.55,1306,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2174_seg_0.wav,ON FOXTROT CROSS RUNWAY ONE ZERO ONE TWO ONE SEVEN FIVE,4.45,1307,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2175_seg_0.wav,NOVEMBER HOTEL JULIETT VACATE NEXT LEFT INTERSECTION GOLF AND THEN TAXI TO HOLDING POINT DELTA,1.03,1308,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2176_seg_0.wav,HOTEL WHISKEY WHISKEY AFFIRM VACATE NEXT RIGHT INTO TAXI WAY HOTEL TWO AND CONTACT APRON ONE TWO ONE DECIMAL EIGHT FIVE FIVE,1.17,1309,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2177_seg_0.wav,QATARI SIX TANGO PAPA HEAVY SYDNEY TOWER GOOD DAY CONTINUE APPROACH,0.76,1310,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2178_seg_0.wav,LUFTHANSA ONE PAPA KILO SQUAWK ONE FOUR SIX TWO,1.99,1311,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2179_seg_0.wav,AIR BERLIN NINER NINER FOUR LIMA INBOUND,5.73,1312,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_217_seg_0.wav,TOWER AIRFRANS ONE NINER EIGHT ROMEO HELLO ON THE,3.01,1313,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2180_seg_0.wav,LATER ON EXPECT TO TAXI VIA TAXIWAY DELTA ON THE OTHER SIDE BUT STANDBY I WILL CALL YOU,1.14,1314,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2181_seg_0.wav,ONE THREE TWO ONE FIVE FIVE GOOD BYE LOT THREE NINER SEVEN,4.86,1315,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2182_seg_0.wav,SORRY ONE TWO ONE NINER,3.09,1316,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2183_seg_0.wav,CIMBER ZERO FIVE TWO EIGHT HELLO PRAHA RADAR CONTACT CLIMB FLIGHT LEVEL THREE THREE ZERO,4.58,1317,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2184_seg_0.wav,CONTACT PRAHA ONE THREE FIVE DECIMAL ONE THREE FIVE SIERRA YANKEE LIMA SEVEN ZERO NINER HAVE A GOOD TIME,7.39,1318,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2185_seg_0.wav,CLIMB FLIGHT LEVEL ONE FOUR ZERO CSA,4.82,1319,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2186_seg_0.wav,PRAHA RADAR HELLO RADAR CONTACT NOW CLIMB TO FLIGHT LEVEL,1.63,1320,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2187_seg_0.wav,TWO ZERO THREE ONE,5.25,1321,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2188_seg_0.wav,AND GERMANWINGS TWO ONE FOUR ZERO CONTACT PRAHA ONE THREE THREE THREE NINER ZERO BYE BYE,5.74,1322,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2189_seg_0.wav,CSA ONE ZULU ALPHA READY FOR IMMEDIATE,6.82,1323,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_218_seg_0.wav,CSA NINER TWO ONE DESCEND TO FLIGHT LEVEL ONE FIVE ZERO,2.01,1324,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2190_seg_0.wav,AFFIRM LUFTHANSA TWO FOUR THREE FOUR WHAT IS YOUR REQUESTED CRUISING LEVEL LUFTHANSA TWO FOUR THREE FOUR REQUEST THREE SEVEN ZERO,1.8,1325,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2191_seg_0.wav,EASY EIGHT THREE WHISKEY GOLF RIGHT HEADING ONE ZERO ZERO CLEARED FOR ILS APPROACH RUNWAY ONE THREE,1.66,1326,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2192_seg_0.wav,TWO SEVEN FIVE SEVEN,4.97,1327,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2193_seg_0.wav,DIRECT TO PEPIK,4.62,1328,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2194_seg_0.wav,JOB AIR ZERO EIGHT TWO TOWER RUNWAY ONE THREE CLEARED TO LAND WIND ZERO TWO ZERO DEGREES FIVE KNOTS,6.32,1329,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2195_seg_0.wav,NORMAL RATE,4.75,1330,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2196_seg_0.wav,EIGHT TWO NINER,3.37,1331,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2197_seg_0.wav,QUALITY NINER ONE ROMEO,1.88,1332,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2198_seg_0.wav,CONTINUE VIA DELTA TO HOLDING POINT RUNWAY ONE THREE,2.24,1333,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2199_seg_0.wav,GOOD EVENING EUROTRANS SIX THREE ONE TWO PRAHA RADAR CONTACT,6.34,1334,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_219_seg_0.wav,CONFIRM THREE NINER MILES FOR EIGHT ROMEO GOLF,2.7,1335,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_21_seg_0.wav,STANDBY,2.36,1336,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2200_seg_0.wav,ONE THREE THREE TWO EIGHT FIVE HOTEL FOXTROT HOTEL BYE BYE,5.81,1337,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2201_seg_0.wav,HEADING THREE SIX ZERO AEROFLOT,0.8,1338,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2202_seg_0.wav,LUFTHANSA SIX JULIETT FOXTROT PRAHA HELLO RADAR CONTACT CLIMB FLIGHT LEVEL THREE HUNDRED,2.53,1339,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2203_seg_0.wav,DID YOU ALSO MENTION THE SPEED AFFIRM SPEED TWO FIFTY,3.47,1340,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2204_seg_0.wav,LINING UP ONE THREE JOB AIR ZERO SEVEN ONE,6.57,1341,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2205_seg_0.wav,CARGOLUX SEVEN EIGHT FIVE CONTACT RHEIN ONE THREE SIX DECIMAL FOUR ZERO FIVE,5.13,1342,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2206_seg_0.wav,RUSSIA TWO TWO ONE DESCEND FLIGHT LEVEL EIGHT ZERO,1.0,1343,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2207_seg_0.wav,EL AL FIVE TWO ONE DESCEND TO FLIGHT LEVEL TWO NINER ZERO,5.22,1344,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2208_seg_0.wav,MAINTAINING FLIGHT LEVEL,0.71,1345,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2209_seg_0.wav,LUFTHANSA SIX MIKE ALPHA CONTACT MUNICH ONE TWO TWO POINT SIX EIGHT ZERO GOOD BYE,3.76,1346,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_220_seg_0.wav,MALEV EIGHT TWO FOUR TURN LEFT HEADING TWO TWO ZERO,0.71,1347,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2210_seg_0.wav,THREE SEVEN MIKE THANK YOU,4.77,1348,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2211_seg_0.wav,THANK YOU,2.3,1349,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2212_seg_0.wav,PRAGUE TOWER HOTEL ZULU MIKE FOXTROT,4.47,1350,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2213_seg_0.wav,DELTA FOXTROT FOXTROT CONTACT MUNICH ONE THREE TWO DECIMAL ONE FIVE FIVE GOOD BYE,3.56,1351,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2214_seg_0.wav,RUNWAY ONE THREE CLEARED TO LAND CSA FIVE SIX ONE,6.7,1352,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2215_seg_0.wav,CSA FIVE KILO PAPA RUNWAY ONE THREE CLEARED TO LAND WIND ZERO ONE ZERO DEGREES SIX KNOTS CLEARED TO LAND RUNWAY ONE THREE CSA FIVE KILO PAPA,3.48,1353,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2216_seg_0.wav,CSA TWO EIGHT SIX ROGER SO,2.17,1354,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2217_seg_0.wav,CSA NINER ZERO FOUR CLIMB TO FLIGHT LEVEL NINER ZERO CSA NINER ZERO FOUR CLIMBING FLIGHT LEVEL NINER ZERO,5.4,1355,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2218_seg_0.wav,SWISS ONE SIX ZERO HELLO RADAR CONTACT,5.04,1356,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2219_seg_0.wav,ONE TWO SEVEN ONE TWO FIVE RYANAIR FIVE FOUR ROMEO HOTEL BYE BYE,3.5,1357,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_221_seg_0.wav,TWO ROMEO GOLF,3.08,1358,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2220_seg_0.wav,ONE TWO THREE,2.5,1359,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2221_seg_0.wav,ONE EIGHT THREE SEVEN FIVE HOTEL ALPHA BYE,1.57,1360,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2222_seg_0.wav,DESCENDING FLIGHT LEVEL SEVEN ZERO AIRFRANS TWO FOUR EIGHT TWO,4.25,1361,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2223_seg_0.wav,AEROFLOT ONE FOUR FOUR COPY CALL YOU IN SHORTLY,2.79,1362,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2224_seg_0.wav,STANDING BYE AIRFRANS ONE NINER EIGHT THREE ROMEO THANK YOU,6.575,1363,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2225_seg_0.wav,AIR BERLIN TWO TWO ZERO ZERO CROSS CERNO FLIGHT LEVEL THREE ONE ZERO ABOVE,1.85,1364,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2226_seg_0.wav,AIR BERLIN THREE ONE SEVEN DESCENDING,2.4,1365,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2227_seg_0.wav,PRAHA RADAR GOOD DAY LUFTHANSA SEVEN SEVEN YANKEE PASSING FLIGHT LEVEL THREE ZERO THREE CLIMBING THREE ONE ZERO INBOUND VEMUT,4.59,1366,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2228_seg_0.wav,DUE TO THE LIGHTER TURBULENCE UP HERE,6.25,1367,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2229_seg_0.wav,SKYTRAVEL ONE ZERO ONE ZERO CLIMB TO FLIGHT LEVEL SIX ZERO,5.08,1368,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_222_seg_0.wav,LUFTHANSA SEVEN TWO TWO SQUAWK ONE FOUR FIVE ZERO,2.48,1369,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2230_seg_0.wav,LUFTHANSA SIX JULIETT TANGO HELLO RADAR CONTACT DESCEND FLIGHT LEVEL THREE ONE ZERO,0.76,1370,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2231_seg_0.wav,THREE TWO ZERO LINE UP RUNWAY THREE ONE BEHIND,2.68,1371,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2232_seg_0.wav,WE HAVE TURN MIKE,5.26,1372,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2233_seg_0.wav,LUFTHANSA NINER ALPHA FOXTROT REQUEST DESCEND,1.53,1373,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2234_seg_0.wav,SCANDINAVIAN FOUR SEVEN FIVE NINER DESCEND FLIGHT LEVEL THREE ONE ZERO ONE THOUSAND OR,3.77,1374,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2235_seg_0.wav,AUSTRIAN SEVEN ZERO SEVEN PAPA DESCEND ALTITUDE FOUR THOUSAND FEET QNH ONE ZERO TWO ONE CLEARED FOR ILS APPROACH RUNWAY THREE ONE,0.99,1375,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2236_seg_0.wav,DESCENDING TO FLIGHT LEVEL SIX ZERO CSA SEVEN FIVE NINER,2.29,1376,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2237_seg_0.wav,PRAHA KUWAITI SEVEN NINER HOTEL,5.71,1377,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2238_seg_0.wav,LUFTHANSA NINER KILO YANKEE TURN LEFT HEADING ZERO FOUR ZERO,0.81,1378,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2239_seg_0.wav,HEADING TWO FIVE ZERO REDUCE SPEED ONE EIGHT ZERO,1.77,1379,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_223_seg_0.wav,AIRFRANS TWO FOUR EIGHT TWO ESTABLISH LOC NEGATIVE AIRFRANS TWO FOUR EIGHT,4.26,1380,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2240_seg_0.wav,BLUEFIN SEVEN NINER ZERO CLIMB TO FLIGHT LEVEL THREE ONE ZERO THREE ONE ZERO BLUEFIN SEVEN NINER ZERO,2.58,1381,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2241_seg_0.wav,AUSTRIAN SEVEN ZERO THREE VACATE VIA GOLF TO THE RIGHT AND CONTACT RUZYNE GROUND ONE TWO ONE DECIMAL NINER GOOD BYE,4.69,1382,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2242_seg_0.wav,THANK YOU VERY MUCH DIRECT VARIK KLM ONE EIGHT FOUR ZERO,8.53,1383,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2243_seg_0.wav,SEVEN THREE ONE,2.8,1384,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2244_seg_0.wav,ONE TWO EIGHT DECIMAL ZERO SEVEN FIVE EIGHT THREE SIX BRAVO ALPHA GOOD DAY,5.09,1385,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2245_seg_0.wav,SIBERIA EIGHT NINER SEVEN DESCEND FLIGHT LEVEL TWO NINER ZERO,3.15,1386,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2246_seg_0.wav,ONE TWO FIVE,0.8,1387,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2247_seg_0.wav,ROGER ONE MORE LANDING,1.71,1388,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2248_seg_0.wav,LUFTHANSA TWO FIVE TWO EIGHT STANDBY,4.61,1389,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2249_seg_0.wav,EXPECT VECTORS LATER,1.55,1390,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_224_seg_0.wav,PRAHA GOOD DAY AIR BERLIN EIGHT TWO EIGHT TWO CLIMBING FLIGHT LEVEL TWO EIGHT,2.64,1391,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2250_seg_0.wav,RUNWAY ONE THREE CSA SEVEN EIGHT EIGHT,3.82,1392,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2251_seg_0.wav,TAXI VIA RUNWAY TWO FOUR HOLD SHORT OF RUNWAY ONE THREE CSA FOUR DELTA ROMEO,5.8,1393,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2252_seg_0.wav,DESCEND FLIGHT LEVEL ONE THREE ZERO INFORMATION KILO QNH ONE ZERO TWO TWO,1.2,1394,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2253_seg_0.wav,STANDBY,3.39,1395,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2254_seg_0.wav,SWISS NINER TWO SEVEN REDUCE MINIMUM APPROACH SPEED CLOSING TRAFFIC AHEAD ITS ABOUT FOUR MILES SEPARATION,2.47,1396,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2255_seg_0.wav,SIX THREE ALPHA,4.58,1397,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2256_seg_0.wav,LUFTHANSA SIX KILO VICTOR MUNICH ONE THREE TWO ONE FIVE FIVE GOOD BYE,1.64,1398,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2257_seg_0.wav,SINGAPORE,2.98,1399,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2258_seg_0.wav,SQUAWK,3.59,1400,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2259_seg_0.wav,CLIMB FLIGHT LEVEL SEVEN ZERO PRESENT HEADING CSA SIX THREE FOUR,3.35,1401,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_225_seg_0.wav,AIR BERLIN FOUR FOUR CHARLIE CLIMB TO FLIGHT LEVEL THREE FOUR ZERO,3.12,1402,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2260_seg_0.wav,SWISS FOUR SIX ZERO TANGO RUNWAY THREE ONE CLEARED TO LAND WIND TWO ZERO ZERO DEGREES SIX KNOTS,6.75,1403,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2261_seg_0.wav,FOUR FOUR SQUAWK FIVE ONE SEVEN SIX CLIMB FLIGHT LEVEL THREE FOUR ZERO,1.54,1404,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2262_seg_0.wav,FIVE,0.75,1405,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2263_seg_0.wav,DIRECT,2.2,1406,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2264_seg_0.wav,PRAHA RADAR DELTA ECHO NOVEMBER LIMA BRAVO IS WITH YOU AT FLIGHT LEVEL SEVEN SEVEN,3.16,1407,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2265_seg_0.wav,NO SPEED LIMIT,6.44,1408,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2266_seg_0.wav,LUFTHANSA SEVEN KILO KILO,2.12,1409,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2267_seg_0.wav,DESCEND FLIGHT LEVEL TWO NINER ZERO TURKISH ONE SEVEN SIX NINER,5.11,1410,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2268_seg_0.wav,DESCEND FLIGHT LEVEL TWO NINER ZERO,2.14,1411,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2269_seg_0.wav,ONE THREE FIVE ONE THREE FIVE BYE BYE HAMBURK AIRWAYS TWO ZERO THREE ONE,2.06,1412,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_226_seg_0.wav,BREAK BREAK CSA SEVEN KILO GOLF TO THE LEFT HEADING TWO ZERO ZERO,5.07,1413,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2270_seg_0.wav,DESCENDING FLIGHT LEVEL ONE ZERO ZERO,5.32,1414,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2271_seg_0.wav,HOTEL DELTA LIMA REPORT ECHO TWO,2.37,1415,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2272_seg_0.wav,SYDNEY TOWER GOOD EVENING JETSTAR SIX SEVENTY ONE FINAL RUNWAY THREE FOUR LEFT,2.81,1416,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2273_seg_0.wav,REGA ONE IN CASE YOU STILL WITH ME YOU MAY LEAVE THE FREQUENCY,5.23,1417,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2274_seg_0.wav,ELITE JET TWO ZERO ONE AND VIA FOXTROT LINE UP THREE ONE REPORT READY,3.08,1418,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2275_seg_0.wav,CSA ONE DELTA ZULU DEPARTING TRAFFIC SEVEN THREE SEVEN RUNWAY ONE THREE CLEARED TO LAND WIND IS ZERO THREE ZERO DEGREES SEVEN KNOTS,4.31,1419,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2276_seg_0.wav,CLEARED TO LAND HOTEL DELTA WHISKEY,3.28,1420,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2277_seg_0.wav,RUNWAY THREE FOUR LEFT CLEARED TO LAND VACATE BRAVO THREE JETSTAR FIVE TWENTY,5.39,1421,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2278_seg_0.wav,AFFIRM STOP HOLDING POINT RUNWAY THREE ONE,4.68,1422,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2279_seg_0.wav,GOOD DAY BEELINE NINER NINER ZERO EIGHT RADAR RADAR CONTACT CLIMB TO FLIGHT LEVEL ONE SIX ZERO,3.88,1423,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_227_seg_0.wav,MALEV EIGHT TWO ONE LINE UP RUNWAY THREE ONE,5.94,1424,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2280_seg_0.wav,HOTEL BRAVO KILO PAPA ECHO TWO ONE ZERO DEGREES FOUR KNOTS RUNWAY TWO FIVE CLEARED TAKEOFF REPORT NOVEMBER WHISKEY,1.6,1425,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2281_seg_0.wav,HOTEL BRAVO LIMA VICTOR BRAVO BERN TOWER HELLO TAXI TO HOLDING POINT BRAVO RUNWAY ONE FOUR QNH ONE ZERO TWO SEVEN,4.47,1426,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2282_seg_0.wav,ZERO BEAIR FIVE,2.78,1427,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2283_seg_0.wav,TURKISH SIX FOXTROT LIMA IS IN HELLO TAXI SECOND RIGHT VIA INNER FOXTROT AND MIKE TO STAND BRAVO THREE TWO,2.45,1428,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2284_seg_0.wav,CSA NINER ONE SEVEN DESCEND FLIGHT LEVEL NINER ZERO,0.72,1429,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2285_seg_0.wav,HOLDING SHORT ONE THREE BLINE FOUR ZERO VICTOR,3.08,1430,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2286_seg_0.wav,ZERO NINER ZERO,3.54,1431,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2287_seg_0.wav,LUFTHANSA TWO UNIFORM XRAY GROUND ONE TWO ONE NINER GOOD BYE,3.18,1432,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2288_seg_0.wav,RUNWAY THREE ONE CLEARED TO LAND WE COPIED TOPJET SEVEN ZERO FOUR,3.93,1433,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2289_seg_0.wav,LUFTHANSA THREE ROMEO KILO GOOD DAY RUNWAY ONE THREE CLEARED TO LAND WIND ZERO SIX ZERO SIX KNOTS,3.77,1434,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_228_seg_0.wav,TAXI HOLDING POINT THREE ONE VIA FOXTROT CROSS RUNWAY ZERO FOUR SLOVAK GOVERNMENT ZERO ZERO FOUR,2.46,1435,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2290_seg_0.wav,UNFORTUNATELY WITH DELAY BECAUSE THERE ARE FIVE AIRCRAFT ON RUNWAY ZERO SIX LANDING,4.44,1436,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2291_seg_0.wav,FOUR ZERO AUSTRIAN THREE THREE,2.42,1437,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_2292_seg_0.wav,HEADING ZERO FOUR FIVE AIRFRANS,4.01,1438,UNKNOWN
